PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Target
-0.09084005936783122,0.9168801060627875,-0.9070455056791451,1.5259064541766898,-0.4653659680648412,-0.2582355749261796,0.32688823996430244,0.2896129061222721,-0.2776524056179316,0.9116975380078981,-0.28969371370316793,-0.6371661274269604,1.0
2.618999619895888,-2.7552891176631147,-2.1577662877528967,0.3776300647958471,0.5210057111256097,-0.009260211529452663,-0.8707050132489423,0.20060641790610276,0.4750672363906867,1.8623509012687216,-0.6609711318966286,1.6245838947822555,1.0
0.9065865504133405,2.5782355313962615,0.05561892245497103,-1.0922591787542004,-0.37269334181517694,0.005594110513283634,-0.6957548896709365,0.31441131168494185,0.4056028556157696,-0.2702173002752005,0.507870256281175,-0.2868575913826464,1.0
-0.9045673906523759,0.9864110289707064,-1.161416848892134,-1.2132934693984543,-1.7074833580601265,-1.179362765422955,0.4988124624709248,0.2743542103054255,1.0549763313324525,-0.0962230918934511,-0.5333103327210509,-1.498869632004789,1.0
3.750643399902576,-1.5098353412388261,-2.0500708194944957,-1.1231523340148275,0.49788753061719015,0.11231817971442151,-0.6369935668443971,0.6945550280282343,0.4703474090615848,0.45603824274729843,-0.6144934415076851,0.9757167863411575,2.0
0.6532934455492931,-0.2986544154960282,0.8766053027177867,0.3360378991256484,-0.2585271213334017,-0.26687813240674096,0.906623448402848,0.5047653561057217,-0.3104765012993952,-0.8078256172758439,0.41302754392693125,0.3926059243990975,1.0
1.1112170823864391,1.2593334498505384,-0.3332652133024,-1.8082774534387231,-0.4912118363039664,-0.24673784124644527,-0.1956846705517904,0.649194364196283,-0.8654582354469231,-0.38348922363454907,-0.21443478244727365,-1.0176876741533705,2.0
-1.643861386848043,2.5133475902968234,0.49646543550932476,0.2579972444185561,-0.826579278790083,-0.3878793910595718,0.2912101175389992,0.7550520245385306,1.2525108153326483,-1.1412346667632471,-0.21176943179408808,0.4294972285568112,1.0
2.7975318771777316,-1.7666642147344178,-0.7461141578834122,-0.04615331876802942,0.1950897283129906,-0.005434364854801221,-0.03720635789730301,-0.11685917117540355,0.2338940757267158,0.13998688721570166,-0.1713574393737744,0.31564451276819555,2.0
-1.3898292050552497,0.5295959314341124,0.6037042448981631,-1.290920160344956,-1.242291718568613,-0.9167395720141307,0.8267662879632233,-0.06351794446750604,0.11189134555952243,-0.6270945616692124,-1.5866783711390253,-0.7794338925429215,1.0
2.542518042882102,1.3092558297084198,-1.183332146082,-1.6047809702130174,-1.1048665637978539,-0.5478202904049518,-0.15987193116393872,-0.6943193586631801,1.8818353385748927,0.4220742660695247,1.2206465942409452,0.44706339275344575,1.0
1.791955076934746,0.7561188275410122,0.18303196823912604,0.7248255324874934,0.661025756048344,0.6758243551122566,-0.5404445834127489,-0.7734819222934269,-0.10813620591998852,-0.35722957184532655,-0.20619198679030992,-0.3092542396160705,1.0
3.6556525155137662,-1.6362658752851504,-1.6374199518690788,-1.5411071220472519,-0.17452085969792905,-0.43423896441029725,0.46208074372070906,0.8883543019172652,0.16581113720369187,0.21813986503489616,-0.10824611176922211,0.8506862464622171,2.0
-1.7548790863183528,-0.5870064109216678,2.0005830821465236,-0.18915031629037246,-0.09682759281863845,-0.13076842318704568,-0.027259656053775012,-1.6195950168816844,-0.24955826311435939,0.04117373686938666,-1.2527502831316226,0.06835246668002595,1.0
-2.308104908562624,1.6882628729220868,1.0931558109416537,1.3075978327078162,0.4270154486573863,0.32787056469231785,-0.993415289891321,0.8884368998430437,-0.8273117526270442,0.8972860377112862,-0.35283803286315074,0.7562444988601187,1.0
2.0129024605105794,-1.0235986361802187,0.12049742200392677,0.3591194275862064,0.3740968566462938,0.23745436035550965,-0.09202391717639066,-0.36942785758398233,0.1705214076252401,-0.33415853540781304,-0.15717194427666578,0.0035223097356670494,1.0
-0.521185617795504,-1.805625699695907,1.6936787948735,0.03744300447143456,0.12899716386715135,0.06835040274023123,-0.6011813461683929,0.2668176032817883,0.8783659339803249,-0.3240430058543643,0.6888167512629197,-0.14362349972394586,1.0
1.8524736714116599,0.5367359410516501,-0.11082344347434023,-0.6508187499039407,-0.9187954262134831,-0.5175286933607685,0.46923340662129154,-1.2031520736982297,-0.13097652489044811,1.136329581939156,1.3213615762736657,-0.6268830839208293,1.0
0.5860044109266568,2.8782928023195677,1.7467273235749714,-1.583808303962085,-0.2106577137652947,0.19379972361843417,-0.30181853161588934,-0.37191516765833793,-1.649091446692214,-0.18075412182561443,0.024680056554660212,-0.34411878153092657,1.0
0.8176265902819708,1.9219862668012342,-0.04030111761652079,2.228538446934649,0.3272910952751554,0.5937812404740266,-0.4148057738676596,-0.25087823035636586,1.4454147261522319,-0.476383745688014,0.5601465637491219,0.45251100399708405,1.0
1.7753735631844312,-0.9937334832049322,-0.42527747871971217,0.9229556849661437,0.4232202094415692,0.3136219608348975,-0.4152630444820089,1.33886144652707,-0.21321184267279422,-0.03305914433708021,0.32787152450238904,-0.7258654524822556,1.0
0.01056029294606966,3.474390775617821,0.9619303882574985,-0.9334812181213803,-0.17107827645632323,0.24369418105778531,-1.0551507693935962,0.45109813144638544,-0.3317547860197799,0.17845566674511906,0.7658825493460314,-0.08185328629260827,1.0
2.653556833720428,-1.7767867169101612,-0.9999372732515373,-0.6081644293761332,0.2930325559995584,0.0540765422128404,-0.5227072744818501,0.4663409807625495,-0.1462181913953439,0.46026668099119095,-0.10541385189978128,-0.20116487344985964,2.0
-2.4403725576965836,-1.646977017954786,0.20760956179833082,-0.43586015279255713,-0.7201506423357099,-0.5480461444756272,-0.7015678843816922,0.9135998746234621,1.0022137331731,0.27596908356661043,-0.49879285722489985,-1.2768750895012255,1.0
1.2882284419297747,-3.728717101952866,-0.88711548008524,0.4929487072148536,0.51216901534116,-0.08501032126784369,-0.5795065731410228,0.20334209779091847,0.595538390950742,1.2619307055445181,-0.62744993381351,1.6215863330724936,1.0
-2.623998977722271,-2.023135737235969,-0.6623841485605197,0.29891251195816754,-1.083226308252452,-1.1705084405150765,0.3831541062887716,0.6203580416447085,0.04449052483376115,1.0036199304531996,-1.1735831707621451,-1.1986255664042273,1.0
4.047922056760783,-0.6179400614132035,-1.8932376540785218,-1.821705445362048,-0.10307291375505126,-0.2952470919214942,-0.07506046780563436,0.6977825033569136,0.241876890159982,0.026258139085662907,-0.4344413688467813,1.3044914198208342,3.0
-2.092574477748757,-2.6549367459093802,0.7190497641117748,2.073350631885213,0.26510806888034255,-0.10460842117759428,-0.34518304627035296,0.40555381645819977,-0.8708206451530854,2.3546884552606366,0.31380033412822955,0.18085833509683794,1.0
-1.0931448736568181,3.0161734504171966,-0.08149693069182096,-0.2817997162313226,0.6746711657048761,0.5199105277893539,-1.9613599151313426,1.7140218135056913,-1.076116704828825,0.6990866352441442,-0.44222401051611837,-0.15767812090215808,1.0
-0.6407320286685864,-0.6483608773927765,-0.02193054263381048,-0.9322609491900762,-0.8935075184882592,-0.8240365784984546,0.908829972207804,0.7998171456962425,0.25065402470414727,-1.2872887975658525,-0.6904765830610469,-0.07503492721003677,1.0
