LDA1,LDA2,Target
-0.07834049153462119,0.48770321301707376,1.0
-0.7193124060007503,1.6110060812913058,1.0
-1.377779745258642,-0.03756822367282123,1.0
-1.1230492811910866,0.7037478678610994,1.0
-0.3424750467220447,-1.0843475442337616,1.0
-1.0733373181009016,0.1449647514299921,1.0
0.43412635634500785,-0.8318515263523655,1.0
1.4643484042638675,-1.8305518780411685,3.0
2.9633183373981318,1.263064359064325,3.0
0.4488902736214046,0.8081138390275249,1.0
-0.6893294408400779,-0.2993454884747877,1.0
-0.6445736499886248,-0.4861387145365964,1.0
-1.379372377090632,-0.7270375785012696,1.0
5.441882435906892,2.5298868894441533,3.0
4.110402930758248,-1.630351919512489,3.0
-1.2160129278845928,-1.1751991113007647,2.0
2.331216983220685,1.8298474415259531,2.0
0.24254288416549324,-1.0043455820734841,1.0
-1.1190934764324942,0.9651440223603877,1.0
0.40222655008801345,-1.2598290791968998,1.0
0.055157718705122816,-1.7699077574558457,2.0
-2.2601425954130026,0.16873752655575647,1.0
-0.9358121677862379,0.6503649990418305,1.0
-0.5105902624100869,-0.702728682871842,1.0
-0.17876082954792716,0.7877505896479704,1.0
-0.5794455044494806,0.12845879131595372,1.0
-1.2565483661955563,0.7402035812137573,1.0
-0.8958505608265428,0.9564438135706886,1.0
0.6070059695107581,-1.0741794545743633,2.0
4.749401433872388,2.3453861512957515,3.0
0.6290308009031114,-0.7900889815390519,1.0
0.15980882345998781,-1.3843354533626293,2.0
2.4310063802460347,-2.1012391372674104,2.0
2.1427081082340744,-1.8439854831439848,2.0
-0.8489803952905772,-0.9014349122262347,1.0
-0.5554857399108666,0.42847764583076087,1.0
-0.7677202579385721,0.2173579042510466,1.0
0.026959879780518614,1.4972084046627914,1.0
-0.49797742371207454,-0.7417965090614559,1.0
-1.9897717801086099,1.7384040907967735,1.0
-1.8431772401604891,1.9834126418579143,1.0
-0.48197707112516786,-0.9852663452573917,1.0
-0.7245541547368535,0.5320401851935893,1.0
-0.13066638369230255,0.3092164049624594,1.0
-1.1152448733116445,-0.03917432945712429,1.0
-1.1559215860733154,-1.5599763758827825,1.0
-0.5419589693138077,-0.3919652041104016,1.0
-0.9375601938477494,1.1526570040199833,1.0
-1.8611984668516448,1.321440072376726,1.0
-0.30007449663909436,-1.351277765755736,2.0
-0.6394488946522567,0.4376881217709657,1.0
-0.4361303680310804,-1.3669772714393151,2.0
-1.3133684037570412,0.8498937148740576,1.0
0.4190465507495398,-1.7521729938215111,2.0
1.0221081531200242,-0.8274219274713367,1.0
3.3656438747130677,-1.4955618782251456,3.0
-0.7628359151295039,-0.1493829333944451,1.0
1.5899925084718578,-1.578205512640721,2.0
-0.9464682917773954,-0.14945473196615444,1.0
0.9790625092313463,-1.6580858275649182,2.0
-0.6131902672010466,-0.33595120773689513,1.0
0.2059019351013604,-1.3883268016914612,1.0
-1.003730555290456,0.6291404872530659,1.0
3.236517913835762,-1.9808693385639116,3.0
-1.636972546668586,0.7476297610506824,1.0
-0.6863034613893129,-0.22626927063918895,1.0
-1.4027890402805347,0.5822357038471463,1.0
-1.0669034169998246,0.012450999392543682,1.0
-1.4586100651012766,1.0618148910565455,1.0
0.6525303260277724,-0.5023277974166236,1.0
0.9630326848513922,2.471898125705896,1.0
-0.3616122611926247,0.14302113633094798,1.0
-0.4015170799731707,0.39486830365696773,1.0
-0.520982144138991,-0.254653948253047,1.0
-1.1533663130926284,0.8457091572676665,1.0
0.4973525836421053,-1.2204259336698509,1.0
-0.5949688208055968,1.4833269712285406,1.0
-0.06604363604190173,-0.9292244611600036,2.0
-1.3091240181892863,-1.2453736546132441,1.0
-0.987039374416318,0.5011579739064866,1.0
-1.276848966771444,1.3802409853390272,1.0
0.5410467893658357,-1.6237118367462913,1.0
-0.6246683136162783,-0.00576097760276667,1.0
0.08227143645294621,-1.8732831430997774,2.0
1.1182962389774957,0.5722050969405044,1.0
-0.8683527871468915,0.7893781951493326,1.0
1.8941519486604892,0.3835190522162526,1.0
-1.0066195926555972,0.6844252291879456,1.0
-0.9654005390976926,1.0813282660664894,1.0
1.8896263284333332,-1.4937361493913945,2.0
6.21431900301646,3.2693817780499614,3.0
-1.572651305484822,0.4560217355143458,1.0
-1.750313029470115,1.4873837899549016,1.0
-1.43781450924833,0.9194796480137774,1.0
1.883784765185045,-1.918565808050162,2.0
-0.616859870127451,-0.40282189913768773,1.0
0.15484313935009966,-0.7586349390519762,1.0
-0.29575524653433205,-1.6580045354736266,2.0
-0.6624062437773772,0.02947430834282075,1.0
2.6824873984662636,-2.138303980924073,2.0
2.415432476142029,-1.9020205490764734,2.0
0.684477155061856,-1.183169612151175,2.0
-1.480701107124978,-0.36657490267026765,1.0
0.7248146104502808,-1.0284974158350948,1.0
0.422552817548599,-1.1414171711935126,1.0
